n,beta,s,type,mcVal,M
148,0.6666666666666666,1.5,TSS,0.17507548755772584,300
148,0.6666666666666666,1.5,TSS,0.11540218925840925,300
148,0.6666666666666666,1.5,TSS,0.09896371162387702,300
148,0.6666666666666666,1.5,TSS,0.1100912156509144,300
148,0.6666666666666666,1.5,TSS,0.12148930849824811,300
148,0.6666666666666666,1.5,TSS,0.16964607294837078,300
148,0.6666666666666666,1.5,TSS,0.16457703251822392,300
148,0.6666666666666666,1.5,TSS,0.17080740572314254,300
148,0.6666666666666666,1.5,TSS,0.2079245817492965,300
148,0.6666666666666666,1.5,TSS,0.13114222500988276,300
148,0.6666666666666666,1.5,TSS,0.19156694492385437,300
148,0.6666666666666666,1.5,TSS,0.1616057635018004,300
148,0.6666666666666666,1.5,TSS,0.17363655007566411,300
148,0.6666666666666666,1.5,TSS,0.16359126274648864,300
148,0.6666666666666666,1.5,TSS,0.14188696555536134,300
148,0.6666666666666666,1.5,TSS,0.1372025920382747,300
148,0.6666666666666666,1.5,TSS,0.2178601528108681,300
148,0.6666666666666666,1.5,TSS,0.1916588803869121,300
148,0.6666666666666666,1.5,TSS,0.23555292799451324,300
148,0.6666666666666666,1.5,TSS,0.11229149809413168,300
148,0.6666666666666666,1.5,TSS,0.18589924332145236,300
148,0.6666666666666666,1.5,TSS,0.13881697372837654,300
148,0.6666666666666666,1.5,TSS,0.2648371263909195,300
148,0.6666666666666666,1.5,TSS,0.169866177803669,300
148,0.6666666666666666,1.5,TSS,0.17346393970429244,300
148,0.6666666666666666,1.5,TSS,0.15439759694307306,300
148,0.6666666666666666,1.5,TSS,0.12433344660189063,300
148,0.6666666666666666,1.5,TSS,0.203629676498923,300
148,0.6666666666666666,1.5,TSS,0.1871280372074666,300
148,0.6666666666666666,1.5,TSS,0.13589241955837575,300
148,0.6666666666666666,1.5,TSS,0.1663314786707917,300
148,0.6666666666666666,1.5,TSS,0.13052944467786828,300
148,0.6666666666666666,1.5,TSS,0.10370330648321635,300
148,0.6666666666666666,1.5,TSS,0.12602441734513,300
148,0.6666666666666666,1.5,TSS,0.20428295617113287,300
148,0.6666666666666666,1.5,TSS,0.1138386508006365,300
148,0.6666666666666666,1.5,TSS,0.12812351095624844,300
148,0.6666666666666666,1.5,TSS,0.14312163012548976,300
148,0.6666666666666666,1.5,TSS,0.1573333203299168,300
148,0.6666666666666666,1.5,TSS,0.18427315597531557,300
148,0.6666666666666666,1.5,TSS,0.1314075069793805,300
148,0.6666666666666666,1.5,TSS,0.17473056541366383,300
148,0.6666666666666666,1.5,TSS,0.1327497640444677,300
148,0.6666666666666666,1.5,TSS,0.15061366895909514,300
148,0.6666666666666666,1.5,TSS,0.14708992687746064,300
148,0.6666666666666666,1.5,TSS,0.21281772871659368,300
148,0.6666666666666666,1.5,TSS,0.12343191767883933,300
